id,kode,nama_bahan,sumber,air_gram,energi_kal,protein_gram,lemak_gram,karbohidrat_gram,serat_gram,abu_gram,kalsium_mg,fosfor_mg,zatbesi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,bkaroten_mcg,karotentotal_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitc_mg,bdd,jenis_pangan,satuan,gambar
93,GP095,tumis keumamah,KGZMI2001,45.7,300,14.5,20,15.5,4.5,4.3,0,0,0,0,0,0,0,0,8,0,0.63,0.04,0,7,100,ikan kerang udang,olahan/produk,tidak ada
94,GP051,udang galah segar,KZGMI2001,14.9,278,62.6,4.1,2.2,0,16.2,760,510,5.2,540,360,2.4,3.2,39,0,0,0,0,0.1,0,0,ikan kerang udang,olahan/produk,"https://static.wixstatic.com/media/bcf5ea_c77ded4f24e741db9aa545a1b425dbc7~mv2.jpg/v1/fill/w_640,h_352,al_c,lg_1,q_80,enc_auto/bcf5ea_c77ded4f24e741db9aa545a1b425dbc7~mv2.jpg"
95,GP052,udang kering mentah,KZGMI2001,24.5,273,47.8,3.8,12.5,0,11.5,1109,789,2.4,651,802,2.6,10.8,0,0,0,0,0,0,0,0,ikan kerang udang,olahan/produk,https://cf.shopee.co.id/file/49eaffdb18468e87339980ffab3d60c9
96,MP004,Coklat bubuk,DABM- 1964,3.9,311,8,4,48.9,32.6,15.4,125,715,11.6,0,0,0,0,0,0,30,0.12,0,0.6,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535873929.jpg
97,MP001,"Coklat manis, batang",DABM- 1964,1.4,527,2,29.8,62.7,6.5,4.1,63,287,2.8,6,499.5,0,0,0,0,30,0.03,0.02,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535871923.jpg
98,MP002,"Coklat pahit,batang",DABM- 1964,2.3,615,5.5,42.6,29.2,10.8,10.1,98,446,4.4,20,708.3,1.7,3.3,0,2,60,0.05,0.08,1,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535873875.jpg
99,MP003,"Coklat susu, batang",DABM- 1964,1,565,9,35,53.6,3.4,1.4,200,200,2,100,405.5,0.49,2.3,0,54,30,0.08,0.45,0.5,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535873906.jpg
100,MP005,Gula aren,DABM- 1964,7,368,0,0,92,0,1,75,35,3,15,390.4,0.04,26,0,0,0,0,0.01,0.5,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535873955.jpg
101,MP006,Gula kelapa,DABM- 1964,10,386,3,10,76,0,1,76,37,2.6,2,0,0,0,0,0,0,0,0.34,0.5,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535873977.jpg
102,MP007,Gula putih,DABM- 1964,5.4,394,0,0,94,0,0.6,5,1,0.1,1,4.75,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535873999.jpg
103,MP008,"Jam, selai",DABM- 1964,34,239,0.5,0.6,64.5,1,0.4,20,20,1,30,73.1,0.09,0,0,0,0,0.01,0.07,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535874057.jpg
104,MP009,Kopi bubuk instant,FCTEA-1972,2.6,129,12.3,0.5,35,0,9.7,179,383,5.6,72,3256,0.14,0,0,0,0,0,0.21,30,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535874090.jpg
105,MP011,Markisa squash,KZGMI-2001,46.7,217,2.5,1,49.6,0,0.2,6,83,0.6,14,65,0,0.1,0,23,75,0.07,0.02,0,14,0,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535874470.JPG
106,MP012,"Markisa squash, BD",KZGMI-2001,74.4,104,1.2,0.5,23.7,0,0.2,1,88,0.5,40,40,0,0.1,0,7,40,0.2,0.02,0,12,0,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535874513.jpg
107,MP013,Melase,DABM- 1964,21.2,276,0,0.1,71,0,7.7,6,83,0.6,14,0,0,0.3,0,0,0,0.04,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,0
108,MP014,Sirup,DABM- 1964,44,213,0,0,55,0,1,0,0,0,3,4.2,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535874545.jpg
109,MP015,Sirup pirous,KZGMI-2001,43.3,228,0.2,0.4,55.9,0,0.2,470,93,29.5,3,4.2,0,0,0,0,0,0,0,0,8,100,gula sirup dan konfeksioneri,olahan/produk,tidak ada
110,MP016,Teh hijau daun kering,FCTEA-1972,7.7,300,28.3,4.8,53.6,9.6,5.6,245,415,18.9,60,5873.9,0.5,0,0,8400,0,0.38,1.24,4.6,23,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535874581.jpg
111,MP017,Teh hitam daun kering,FCTEA-1972,8,293,24.5,2.8,58.8,8.7,5.9,327,313,24.3,50,5854.8,0,0,0,2700,0,0.07,0.8,7.6,9,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535874649.jpg
112,MP018,Teh melati daun kering,FCTEA-1972,8.1,299,24.1,3.5,59,9.7,5.3,320,185,31.6,70,5848.4,0.53,0,0,8400,0,0.07,0.79,7.3,85,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1535874671.jpg
113,FP022,ayam ampela goreng,KZGPI 1990,4.8,270,32.3,11.2,9.9,0,1.8,129,314,4.9,980,0,0.12,3.3,56,0,0,0.21,0,4.72,0,100,daging unggas,olahan/produk,https://cdn1-production-images-kly.akamaized.net/MldE3BInsLHr9JgPKFlsYtmbV-E=/0x344:5472x3428/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3142898/original/027275800_1591175314-shutterstock_188934800.jpg
114,FP025,ayam goreng kentucky dada,KZGPI 1990,46.5,298,34.2,16.8,0.1,0,2.5,90,284,5.5,109,342,0.07,1,36,0,50,0.19,0,0,0,100,daging unggas,olahan/produk,https://images.ctfassets.net/1cj2ge3ast5f/4ETq9ybsnjCsGaailYLOGH/cf7db5b91c85f4ea1e309905a9679809/Ayam_Utuh.jpeg
115,FP026,ayam goreng kentucky paha,KZGPI 1990,48.7,286,32.1,16.1,1.1,0,2,89,248,6.9,337,265.2,0.09,2.3,31,0,20,0.5,0.21,5.5,0,100,daging unggas,olahan/produk,https://pelopor.id/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-05-at-11.46.55.jpeg
116,FP027,ayam goreng kentucky sayap,KZGPI 1990,44.7,297,35.9,15.2,1.6,0,2.6,103,227,4.4,807,248.4,0.06,1.4,22,0,70,0.73,0.14,6.5,0,100,daging unggas,olahan/produk,https://i0.wp.com/harga.web.id/wp-content/uploads/Harga-Texas-Chicken-Reguler-dan-Promo.jpg?fit=680%2C300&ssl=1
117,FP030,ayam goreng pasundan paha,KZGPI1990,52.8,245,33.1,11.4,0.3,0,2.5,90,283,7.3,723,0,0,0,8,0,40,0.37,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/d61db7c7021bcd27/680x482cq70/paha-kentucky-yummy-foto-resep-utama.jpg
118,FP028,ayam goreng mbok berek dada,KZGPI 1990,43.4,295,39.2,13.6,1,0,2.8,114,278,5.4,771,0,0,0,8,0,50,0.19,0,0,0,100,daging unggas,olahan/produk,https://e7.pngegg.com/pngimages/66/902/png-clipart-church-s-chicken-bakery-chicken-nugget-fried-chicken-texas-chicken-church-s-chicken-bakery-thumbnail.png
119,FP029,ayam goreng pasundan dada,KZGPI1990,50.1,246,37.9,9,0.7,0,2.3,90,260,7.5,176,0,0,0,6,0,70,0.16,0,0,0,100,daging unggas,olahan/produk,https://thumb.viva.id/intipseleb/1265x711/2022/10/21/6352aa183c0c1-resep-ayam-goreng-kalasan.jpg
120,FP032,ayam goreng sukabumi dada,KZGPI1990,49.8,244,36.7,9.2,1,0,3.4,81,154,6.1,741,0,0,0,20,0,80,0.66,0,0,0,100,daging unggas,olahan/produk,https://awsimages.detik.net.id/community/media/visual/2021/07/07/kirim-pesan-unik-kfc-2_43.jpeg?w=1200
121,FP033,ayam goreng sukabumi paha,KZGPI1990,46,283,35.7,14.3,0.5,0,3.6,68,106,5.4,746,0,0,0,11,0,60,0.36,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/d61db7c7021bcd27/680x482cq70/paha-kentucky-yummy-foto-resep-utama.jpg
122,FP031,ayam goreng pioneer dada,KZGPI1990,44.5,295,37.4,14.7,0.6,0,2.7,108,236,6.8,807,0,0,0,16,0,80,0.1,0,0,0,100,daging unggas,olahan/produk,https://e7.pngegg.com/pngimages/66/902/png-clipart-church-s-chicken-bakery-chicken-nugget-fried-chicken-texas-chicken-church-s-chicken-bakery-thumbnail.png
123,FP034,ayam taliwang masakan,KZGMI2001,57.5,264,18.2,20.1,2.7,0,1.5,94,164,2,507,408,0.4,12.3,1067,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/d15c8abab4246c58/680x482cq70/ayam-goreng-mbok-berek-foto-resep-utama.jpg
124,FP001,ayam goreng pasundan dada,KZGMS 1993,4.8,270,32.3,11.2,9.9,0,1.8,129,314,4.9,980,0,0.12,3.3,56,0,0,0.21,0,4.72,0,100,daging unggas,olahan/produk,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/6-C2DTTVLGUBJ3T6-C2DTTXDVTNJXLA/detail/menueditor_item_b01be5494e6b4600867dbcbc0dcd1ed2_1607529952400513906.webp
125,FP021,ayam goreng church texas dada,KZGPI 1990,42.2,338,35.2,20.6,0.4,0,1.5,79,221,5.6,800,369.5,0.16,1.1,16,0,80,0.52,0.16,12.1,0,100,daging unggas,olahan/produk,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/IDITE2021041504584013744/detail/menueditor_item_de1f8bfb500e483d903ccb2e25a29a7d_1618462649639007677.webp
126,FP023,ayam goreng church texas sayap,KZGPI 1990,47.2,295,34,16,1.5,0,1.3,81,179,3,771,237.2,0.16,1.2,13,0,50,0.44,0.13,6.2,0,100,daging unggas,olahan/produk,https://i0.wp.com/i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/d5baa5ea-bad6-4cc6-b6fe-a0c4a9a86979_Go-Biz_20211222_160332.jpeg
127,FP024,ayam goreng kalasan paha,KZGPI 1990,46.2,275,37.4,12.2,1.3,0,2.9,116,237,5.8,176,321.9,0.16,1.5,10,0,50,0.1,0,0,0,100,daging unggas,olahan/produk,https://i0.wp.com/i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/60ef5b81-53d7-4375-a9a3-b7eb2aed3b2a_master-menu-item-image_1597233742745.jpg?resize=728%2C500
128,FP002,ayam usus goreng,KZGPI1990,4.6,473,45.2,26.3,13.9,0,10.1,1407,458,8.4,0,0,0,0,6,0,224,0.57,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/fa7c9443ce9efcb5/1200x630cq70/photo.jpg
129,FP035,babi hutan masak rica masakan,KZGMI2001,56.2,491,24.6,16.3,0.2,0,2.7,18,144,1.2,1415,327,0.2,2.6,2193,0,0,0.61,0.47,0,0,100,daging unggas,olahan/produk,https://akcdn.detik.net.id/visual/2020/05/12/d2fe874b-b04f-41ad-bce5-84027ad803ab_169.jpeg?w=650
130,FP003,bebek daging goreng,KZGMI2001,48.8,300,24,20.7,4.5,0,2,170,170,4.1,34,6,0.4,3,0,0,0,0.1,0.4,10.6,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/y8jlET9Zwl-5iykdc5t58sS-_KY=/0x52:1000x719/750x500/data/photo/2020/07/14/5f0d253a6edd5.jpg
131,FP036,beef burger,KZGMS 1993,45.5,258,10.6,9.5,32.5,0.4,2.2,210,157,2.6,572,189.1,0,0,218,0,7580,0.95,0,0,0,100,daging unggas,olahan/produk,https://cdn.id9.site/burgerax/media/2020/09/beef-burger-e1644156606108.jpeg
132,FP037,beef teriyaki masakan,KZGMS 1993,65.1,151,8.6,3.1,22.3,0.3,0.9,142,62,2.3,377,0,0,0,22,0,400,0.53,0,0,0,100,daging unggas,olahan/produk,https://www.masakapahariini.com/wp-content/uploads/2020/12/resep-beef-teriyaki-2-500x300.jpg
133,FP038,beef yakiniku masakan,KZGMS 1993,67.7,132,9.8,1.1,20.7,0.3,0.8,302,67,2,409,0,0,0,78,0,700,0.62,0,0,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/awoHyKStB8lI_yqs1PTI3VjIHsE=/78x42:958x629/750x500/data/photo/2022/12/08/6391613d09412.jpg
134,FP039,brongkos,KZGPI1990,76.4,141,15.3,3.3,12.6,1,2.4,87,97,5.1,0,0,0,0,4,0,356,0.4,0,0,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/GCuybR2DVru6BFg_rszv6WI4n_g=/0x0:1000x667/780x390/data/photo/2020/11/02/5f9f84e0407e9.jpg
135,FP004,buaya daging dendeng mentah,KZGMI2001,12.3,365,49.6,4.8,30.8,0,2.5,60,130,4.3,500,680,0.2,11.6,0,0,0,0,0,0.2,0,100,daging unggas,olahan/produk,https://cf.shopee.co.id/file/e818d175e0423862b94c46e45e1ce055
136,FP040,bulgogi masakan,KZGMS 1993,84.2,72,11.4,4.9,1.4,1.7,0.7,214,86,2.5,509,0,0,0,17,0,0,1.08,0,0,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/MGdiKvcc-R0j5purun8FmiLeX_U=/0x0:0x0/750x500/data/photo/2020/12/23/5fe2c9413a6ce.jpg
137,FP041,chicken teriyaki masakan,KZGMS 1993,68.2,168,13,9.6,7.5,0.8,1.7,137,106,3.1,959,0,0,0,68,0,2200,0.65,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/ff7dc38da72458fa/680x482cq70/ayam-teriyaki-ala-hokben-foto-resep-utama.jpg
138,FP042,chikiniku masakan,KZGMS 1993,65.4,143,9.8,1.4,22.8,0.4,0.6,301,63,2,531,0,0,0,27,0,1280,0.73,0,0,0,100,daging unggas,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
139,FP044,coto mangkasara kuda masakan,KZGMI2001,85.9,84,6,6,1.4,0,0.7,8,104,4,90,25,0.3,0.6,0,0,0,0.16,0.14,10.3,0,100,daging unggas,olahan/produk,https://eljohnnews.com/wp-content/uploads/2018/08/Wisata-Kuliner-Coto-Makassar.png
140,FP043,coto mangkasara sapi masakan,KZGMI2001,83.5,96,6.8,5.9,3.8,0,0.9,11,106,2.3,96,31,0.1,1,0,0,0,0.23,0.14,4.2,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/ljY1r3f3HJaNEuLip3iARQOaK-E=/0x1226:3000x3226/750x500/data/photo/2021/06/11/60c2acf88c6f0.jpg
141,FP045,djibokum masakan,KZGMS 1993,43.4,248,10,2.3,40.9,0.1,3.4,116,110,2.8,401,0,0,0,52,0,1920,0.75,0,0,0,100,daging unggas,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
142,FP046,empal (daging) goreng masakan,KZGMS 1993,43.9,248,36.2,6.9,10.1,0,2,131,235,6.4,848,0,0,0,112,0,620,0.55,0,0,0,100,daging unggas,olahan/produk,https://cdn-2.tstatic.net/batam/foto/bank/images/resep-empal.jpg
143,FP047,gulai kambing,KZGMI2001,78.4,126,4.2,9.4,6.2,0,1.8,45,73,1.3,302,138,0.2,1.1,151,0,0,0.13,0.01,0,0,100,daging unggas,olahan/produk,https://kbu-cdn.com/dk/wp-content/uploads/gulai-kambing.jpg
144,FP005,ham,DABM1964,42,384,16.9,35,0.3,0,5.8,10,136,2.5,112,819.3,0.11,0.4,0,0,0,0.7,0.95,9.7,0,100,daging unggas,olahan/produk,https://bakeitwithlove.com/wp-content/uploads/2021/12/glazed-honey-ham-sq.jpg
145,FP006,itik alabio daging dendeng mentah,KZGMI2001,12.7,496,30.3,33.5,18.4,0,5.1,135,370,12.5,1081,478,0.7,0.3,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://2.bp.blogspot.com/-SbmA8hgkc0o/WJCLWXFxWdI/AAAAAAAAAew/-RmRX3YjJ3EtldaLu6fvsQoQvowStN2OwCLcB/s1600/287162783_4_644x461_dendeng-itik-rina-asli-amuntai-rumah-tangga.jpg
146,FP048,jangang bintatoeng masakan,KZGMI2001,73.6,107,5.3,2.2,16.5,0,2.4,64,61,2.5,482,406,0.2,0.8,0,0,0,0.18,0.02,3.4,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/6c2521b843621d65/1200x630cq70/photo.jpg
147,FP049,kalio ayam masakan,KZGMS 1993,64.7,203,16,13.5,4.4,0,1.4,278,177,4.2,534,0,0,0,105,0,3780,0.35,0,0,0,100,daging unggas,olahan/produk,tidak ada
148,FP050,kalio jeroan masakan,KZGMS 1993,68.9,163,16.5,9,4.1,0,1.5,102,268,7.1,570,0,0,0,298,0,1960,0.7,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/2031e463b74f84a0/1200x630cq70/photo.jpg
149,FP051,kalio kikil (tunjang) masakan,KZGMS 1993,75.3,122,13.8,5.7,3.9,0,1.3,154,59,3.4,519,0,0,0,36,0,1440,0.38,0,0,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/mqYtGN3S_jZncBl0Ug8aj0WNS0E=/0x0:1000x667/750x500/data/photo/2021/03/01/603c964830992.jpg
150,FP052,kalio otak masakan,KZGMS 1993,70.3,157,8.1,8.8,11.4,0,1.4,212,69,3.3,604,0,0,0,32,0,1040,0.45,0,0,0,100,daging unggas,olahan/produk,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/sasefoto/original/32036_kalio-otak.JPG
151,FP007,kerupuk urat,KZGMI2001,3.6,588,53.7,40.9,1.2,0,0.6,36,15,1.3,1024,37,0.1,0.2,2802,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/6/3/15bac8fd-dff8-49eb-9561-81a087a02638.jpg
152,FP053,lawar babi masakan,KZGPI1990,68.8,174,17,10,3,0,1.2,61,141,3,0,0,0,0,0,0,0,0.1,0,0,0,100,daging unggas,olahan/produk,https://cdn.idntimes.com/content-images/post/20211019/203152501-4176779059011518-795637125163020240-n-c5aa3d72f7ca0ec57070d7c1a60cf2b2_600x400.jpg
153,FP054,lawar penyu masakan,KZGPI1990,66.3,141,23,1.5,7.6,0,1.6,69,141,6,0,0,0,0,0,0,0,0.1,0,0,0,100,daging unggas,olahan/produk,https://fastly.4sqi.net/img/general/600x600/4312632_DHgsLEo3W0e7vYm-X-ndJwUEN1E419WBzhTKzIb411c.jpg
154,FP055,lawara jangang masakan,KZGMI2001,72.4,159,5,10.9,10.1,0,1.6,57,107,1.5,400,2368,0.1,1,14,0,0,0.25,0.16,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/2bad2876953a328b/680x482cq70/lawara-jangang-foto-resep-utama.jpg
155,FP008,menjangan daging dendeng mentah,KZGMI2001,14.3,322,55.8,2,22.7,0,5.3,55,310,2.1,765,1282,1.7,3.2,3391,26,0,0,0,0,0,100,daging unggas,olahan/produk,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/9/1/c86b6e83-7b8f-4d90-a900-faf92e7afcbb.jpg
156,FP056,naan maran sapi masakan,KZGMI2001,14.8,478,38.3,33.9,5.1,0,7.9,30,390,11.8,220,320,0.6,3.9,33,0,0,0,0,0.2,0,100,daging unggas,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
157,FP057,nasu likku masakan,KZGMI2001,59,196,14.5,8.3,15.9,0,2.3,69,157,1,386,470,0.3,2,0,0,0,0.2,0.24,1.5,0,100,daging unggas,olahan/produk,https://cdn-2.tstatic.net/makassar/foto/bank/images/nasu-likku-wajo.jpg
158,FP058,oramu ninahu ndawa olaho masakan,KZGMI2001,74.9,117,13.7,5,4.3,0,0.1,964,804,2,0,727,0.3,1.5,4095,0,0,0.77,0.04,1.7,0,100,daging unggas,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
159,FP059,paniki masak santan masakan,KZGMI2001,25.4,460,28.5,35.2,7.2,0,3.7,188,357,5.5,2002,532,0.4,2.5,954,0,0,0.27,0.19,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/0435c98a0facbd6b/680x482cq70/ayam-paniki-kuah-santan-daun-kemangi-foto-resep-utama.jpg
160,FP060,pelolah manuk masakan,KZGMI2001,60,219,19.7,13.6,4.4,0,2.3,33,160,1.6,577,0,0,0,137,0,1940,0.42,0,0,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/ZCo2_DcJAXGslXbYIM3Zv4nCzsA=/0x41:1000x708/750x500/data/photo/2021/03/01/603c1e79dd9d3.jpg
161,FP066,penyu serapah masakan,KZGPI1990,71.3,174,13.1,12.2,2.2,0,1.2,72,186,9.5,0,507,0.8,2.4,1302,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://fastly.4sqi.net/img/general/600x600/OCEUQQy60QPea6xF6nBfPDNzanEyT-n5j4BPRiR6IoM.jpg
162,FP009,punai daging goreng,KZGMI2001,54.5,224,26.2,11.3,4.4,0,3.6,362,362,3.1,2,19,0.3,1.6,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://img.okezone.com/content/2012/12/06/488/728478/4GJoElzYrO.jpg
163,FP061,rawon masakan,KZGPI1990,86,60,5.4,2.5,4,0,2.1,272,153,3.3,0,0,0,0,10,0,1235,0.09,0,0,0,100,daging unggas,olahan/produk,https://www.masakapahariini.com/wp-content/uploads/2018/04/resep-rawon-daging-500x300.jpg
164,FP062,rendang sapi masakan,KZGPI1990,57.9,193,22.6,7.9,7.8,0,3.8,474,211,14.9,0,0,0,0,21,0,534,0.12,0,0,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/HDe5rLDP0dEOLb6MC_UPvRTwFg8=/0x141:500x474/750x500/data/photo/2021/05/11/609a08809259f.jpg
165,FP010,rusa daging dendeng mentah,KZGMI2001,18.3,536,40.5,41.5,0,0,2.5,90,420,13.4,130,690,0.3,10.7,285,0,0,0,0,0.2,0,100,daging unggas,olahan/produk,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2022/5/21/4b8937f9-6431-46ec-9d95-d633aa52371f.jpg
166,FP063,rw anjing masakan,KZGMI2001,60.8,198,24.6,10.7,0.9,0,3,1071,876,4,1604,226,0.1,2.8,256,0,0,0.35,0.2,0,0,100,daging unggas,olahan/produk,https://akcdn.detik.net.id/customthumb/2014/08/13/297/daginganjingtorajadalam.jpg?w=700&q=90
167,FP011,sapi abon,KZGPI1990,7.1,212,18,10.6,59.3,7.5,4.7,150,209,12.3,0,0,0,0,0,240,138,0.17,0,0,0,100,daging unggas,olahan/produk,https://cdn0-production-images-kly.akamaized.net/fqIGhZT1Z1Zu36S_0_xZCoJSI5A=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3980335/original/086906600_1648695608-Abon_Sapi_Premium.jpg
168,FP012,sapi abon asli,KZGPI1990,24.8,358,14.6,16.1,38.6,2.5,5.8,165,136,14.6,0,0,0,0,3,194,144,0.13,0,0,0,100,daging unggas,olahan/produk,tidak ada
169,FP013,sapi daging asap,DABM1964,60,182,32,6,0,0,2,15,300,5,1620,485.4,0.03,5.1,6,0,0,0.12,0.23,5.9,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/FMBgpWLQutfbdsgz0ZytI8a9JKo=/0x542:1080x1262/750x500/data/photo/2022/03/22/6239b98488b17.jpg
170,FP014,sapi daging dendeng mentah,DABM1964,25,301,55,9,0,0,11,30,370,5.1,0,0,0,0,0,0,0,0.1,0,0,0,100,daging unggas,olahan/produk,https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/04/27/9731/664xauto-cara-membuat-dendeng-sapi-yang-dijemur-kering-basah-kelapa-balado-dan-manis-200427a.jpg
171,FP015,sapi daging kornet,DABM1964,53,289,16,25,0,0,6,10,170,4,794,94.4,0.07,4,0,52,0,0.01,0.16,2.7,0,100,daging unggas,olahan/produk,https://s4.bukalapak.com/attachment/418432/pengertian_kornet_main_image.jpg
172,FP016,sapi daging sosis (worst),DABM1964,37.6,448,14.5,42.3,2.3,0,3.3,28,61,1.1,765,284.5,0.06,1.7,0,0,0,0.1,0.18,4.9,0,100,daging unggas,olahan/produk,https://images.tokopedia.net/img/cache/700/product-1/2020/7/3/1982472/1982472_d7e37ee9-0836-4eb7-9d26-fe0b1f602bd3_300_300
173,FP017,sapi hati sosis (liverworst),DABM1964,56.6,274,16,22,3,2.3,2.4,20,150,4,654,158.8,0.22,2.2,1201,0,0,0.2,0.96,4,0,100,daging unggas,olahan/produk,https://img.herstory.co.id/articles/archive_20220708/sosis-daging-sapi-20220708-145317.jpg
174,FP018,sapi paru dendeng mentah,KZGMI2001,9.7,360,57.3,6,19.2,0,7.8,126,903,21.1,1483,864,1.2,6.1,2827,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/e709be83be77515c/680x482cq70/dendeng-paru-kering-foto-resep-utama.jpg
175,FP019,sapi paru goreng,KZGMS 1993,45.5,268,23.9,12.7,14.5,0,3.1,102,315,8.8,923,299,0,1.5,790,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://awsimages.detik.net.id/community/media/visual/2022/07/14/resep-paru-goreng-ketumbar_43.jpeg?w=1200
176,FP065,sate penyu masakan,KZGMI2001,52.1,274,12.9,18.6,13.6,0,2.8,63,190,2.7,609,0,0,0,133,0,0,0.06,0,0,0,100,daging unggas,olahan/produk,https://booking-bali-villas.com/bali/wp-content/uploads/2014/10/Sate-Penyu-e1412911561808.jpg
177,FP064,sate pusut masakan,KZGPI1990,57.4,179,22.5,3.5,13.3,0,3.3,187,238,14.4,0,0,0,0,0,0,0,0.1,0,0,0,100,daging unggas,olahan/produk,https://cdn0-production-images-kly.akamaized.net/-ZH0E7VH_7Y_VdtKDmgokQ4DAAs=/0x0:5184x2922/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3652549/original/060993000_1638588819-shutterstock_1729690198.jpg
178,FP067,sie reuboh masakan,KZGMI2001,32.4,474,11.2,42.5,11.7,0,2.2,26,62,1.3,677,176,2.4,3.2,141,9,0,0.46,0.26,0,0,100,daging unggas,olahan/produk,https://cdn0-production-images-kly.akamaized.net/9A6K5z9xgb8RkvkFIp5RFFE5b_o=/0x185:4800x2890/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3911399/original/008984200_1642826892-shutterstock_2081704363.jpg
179,FP068,sop buntut masakan,KZGMS 1993,86.1,71,7.5,3.6,2.2,0,0.6,286,38,3.2,490,0,0,0,119,0,2900,0.14,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/91727f982ad54daa/1200x630cq70/photo.jpg
