id,kode,nama_bahan,sumber,air_gram,energi_kal,protein_gram,lemak_gram,karbohidrat_gram,serat_gram,abu_gram,kalsium_mg,fosfor_mg,zatbesi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,bkaroten_mcg,karotentotal_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitc_mg,bdd,jenis_pangan,satuan,gambar
589,HR005,telur bebek alabio segar,KZGMI-2001,70,187,11.8,14.2,3,0,1,60,268,6,115,80,0.6,1.7,180,437,0,1.55,0.37,0.1,0,90,telur,single,tidak ada
590,HR008,telur bebek asin mentah,KZGMI-2001,67.7,187,10.9,12.4,7.9,0,1.1,64,295,5.4,209,146,0.4,1.8,378,471,375,1.62,0.03,0.1,0,90,telur,single,https://asset.kompas.com/crops/2pq3Gh9tB33koJG0i3C9Bd65utQ=/0x0:1000x667/750x500/data/photo/2020/07/11/5f0970bc01fd5.jpg
591,HP002,telur bebek bagian kuning segar,DABM 60/64,66.5,179,13.6,13.3,4.4,0,2.2,120,157,1.8,483,140.1,0,0,253,13,0,0.28,0.98,0.6,0,83,telur,single,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/09/24/2217151674.jpg
592,HR006,telur bebek bagian putih segar,DABM-1964,47,386,17,0,0.8,0,0.2,150,400,7,106,90.7,0.09,2.5,870,747,0,0.6,0.68,1.4,0,100,telur,single,https://images.genpi.co/uploads/data/images/2021/landy%20cantik/telur%20bebek%20freepik.jpg
593,HR007,telur bebek dadar masakan,DABM-1964,88,54,11,0,0.8,0,0.2,21,20,0.1,184,150.2,0.13,0.1,0,0,0,0.01,0.02,0.1,0,100,telur,single,https://cdn0-production-images-kly.akamaized.net/1WivGEoDIspEllYaxZHrpqkjEYQ=/1200x675/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2468104/original/014966900_1543254943-resep-dadar-telur-bebek-sayur-enak-dan-tidak-amis.jpg
594,HP003,telur bebek tambak segar,KZGPI1990,55.1,301,20,23.7,0,0,1.2,71,600,9.2,0,0,0,0,122,0,613,0.35,0,0,0,100,telur,single,https://www.jagel.id/api/listimage/v/Telur-Bebek-Tambak-0-9195c7316763f2dc.jpg
595,HR009,telur burung maleo segar,KZGMI-2001,36,436,26.5,36.3,0.4,0,0.8,154,120,4.3,77,333,0.4,2.9,3987,0,0,0,1,0.2,0,0,telur,single,tidak ada
596,HR011,telur burung puyuh segar,FCTEA-1972,79.8,116,10.7,7,1.6,0,0.9,65,191,3.5,111,11,0.05,1.2,95,80,0,0.13,0.65,0.1,0,100,telur,single,https://img.celebrities.id/okz/700/5Mzp26/master_j6A38lc90K_1541_telur_burung_puyuh.jpg
597,HR010,telur penyu segar,KZGMI-2001,7.4,136,8.6,10.1,2.7,0,1.2,66,282,3.4,478,115,0.5,1.4,82,17,0,0.21,0.02,0,0,90,telur,single,tidak ada
598,JR001,kepala susu - krim segar,DABM-1964,72.5,204,2.6,20,4,0,0.9,97,77,0.1,0,0,0,0,252,191,0,0.03,0.2,0.1,1,100,susu,single,tidak ada
599,JR002,susu ibu - asi,FCTEA-1972,88.1,62,1.5,3.2,7,0,0.2,34,20,0.2,15,41,0.01,0.4,0,7,0,0.01,0.03,0.2,0,100,susu,single,tidak ada
600,JR003,susu kambing segar,DABM-1964,85.9,64,4.3,2.3,6.6,0,0.9,98,78,2.7,35,160,0.33,0.1,38,0,0,0.06,0.45,0.3,1,100,susu,single,https://cdn.hellosehat.com/2019/04/0301a50d-shutterstock_1082562986-e1616553170498.jpg?w=828&q=75
601,JR004,susu kerbau segar,DABM-1964,73.8,160,6.3,12,7.1,0,0.8,216,101,0.2,82,0,0,0.3,24,0,0,0.04,0.07,0,1,100,susu,single,https://img.okezone.com/content/2018/06/01/481/1905351/tak-kalah-dari-sapi-minum-susu-kerbau-bisa-turunkan-kolesterol-jahat-xdwHF7iYmc.jpeg
602,JR005,susu kuda segar,FCTEA-1972,91,40,2,1.1,5.4,0,0.4,0,0,0,0,37.4,0,0,0,1,0,0,0.2,0.2,0,100,susu,single,tidak ada
603,JR006,susu sapi segar,DABM-1964,88.3,61,3.2,3.5,4.3,0,0.7,143,60,1.7,36,149,0.02,0.3,39,12,0,0.03,0.18,0.2,1,100,susu,single,https://awsimages.detik.net.id/community/media/visual/2022/01/16/ciri-ciri-susu-sapi-segar-sudah-basi-1.jpeg?w=1200
604,AP026,amparan tatak,KZGMI2001,58.4,191,1.3,5.5,34,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
605,AP027,apang kukus kue,KZGMI2001,49.5,202,3,0.3,46.7,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
606,AP028,apem kue,KZGMI2001,63.1,148,2,0.5,33.9,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
607,AP030,bakpia kue,KZGPI 1990,38.9,272,8.7,6.7,44.1,0.9,1.6,194,117,4.5,0,0,0,0,0,0,1392,0.31,1,2.9,0,100,serealia,olahan/produk,https://asset.kompas.com/crops/BZ6Z25Y0XcjtoHBInh10nGsMM2Q=/3x0:700x465/750x500/data/photo/2021/03/17/60514d8851d3e.jpeg
608,AP031,bakwan,KZGPI 1990,40.5,280,8.2,10.2,39,3.4,2.1,204,79,7,0,0,0,0,0,0,0,0.08,0,0,0,100,serealia,olahan/produk,https://i0.wp.com/resepkoki.id/wp-content/uploads/2019/04/Resep-Bakwan-Jagung-1.jpg?fit=1749%2C1920&ssl=1
609,AP032,bantal,KZGMI2001,52.3,190,3.3,0.3,43.5,3.4,0.6,9,0,0.4,164,84,0.2,0.9,0,0,0,0.27,0.02,3.6,0,100,serealia,olahan/produk,https://cdn.idntimes.com/content-images/community/2020/11/kue-bantal-sumber-ig-at-terunededarementaram-e3a62b69fc2f582e3148201ce8d68802_600x400.jpg
610,AP033,baruasa,KZGMI2001,5.3,417,6.5,8.2,79.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
611,AP034,batar daan,KZGMI2001,75.3,107,2.2,2.2,19.6,0,0.7,20,30,0.6,200,90,0.1,0,0,0,0,0.18,0.02,0,0,100,serealia,olahan/produk,https://foreignfork.com/wp-content/uploads/2020/11/Batar-daan-7-scaled.jpg
612,AR003,beras giling mentah,KZGPI- 1990,12,357,8.4,1.7,77.1,0.2,0.8,147,81,1.8,34,112.9,0.14,0.1,0,0,80,0.2,0.02,1.5,0,100,serealia,single,https://id-test-11.slatic.net/p/f39461bcbf996f071c0e206b97d62889.jpg
613,AR001,beras giling var pelita mentah,KZGMI-2001,12,357,8.4,1.7,77.1,0.2,0.8,147,81,1.8,27,71,0.1,0.5,0,0,0,0.2,0.08,2.6,0,100,serealia,single,https://rottebakery.com/wp-content/uploads/2022/06/white-rice-flour-small-bowl-with-rice-plant.jpg
614,AR002,beras giling var rojolele mentah,KZGPI- 1990,11.4,369,9.5,1.4,77.1,0.4,0.6,68,171,1.4,34,0,0,0,0,0,0,0.26,0,0,0,100,serealia,single,https://s0.bukalapak.com/img/06431812631/large/BERAS_ROJOLELE_25KG.png
615,AR004,beras hitam mentah,KZGMI-2001,12.9,351,8,1.3,76.9,20.1,0.9,6,198,0.1,15,105,0.1,1.6,0,0,0,0.21,0.06,0,0,100,serealia,single,https://statik.tempo.co/data/2022/01/25/id_1083329/1083329_720.jpg
616,AR005,beras jagung kuning kering mentah,KZGMI-2001,10.8,358,5.5,0.1,82.7,10,0.9,20,90,1.4,1,80,0.1,4.1,0,641,0,0.12,0.08,1,3,100,serealia,single,https://thumbs.vdvc.id/olret/images/original/2022/07/21/62d900a97984b-manfaat-tepung-jagung_olret.jpg
617,AR006,beras jagung putih kering mentah,KZGMI-2001,22.5,307,4.8,0.1,71.8,10,0.8,17,78,1.2,1,70,0.1,3.5,0,301,0,0.15,0.07,0.9,0,100,serealia,single,https://awsimages.detik.net.id/community/media/visual/2016/05/06/8a8ccd2e-6879-4e3a-9082-e632e117354c.jpg?w=852
618,AR007,Beras ketan hitam tumbuk mentah,KZGPI- 1990,13.7,360,8,2.3,74.5,1,1.5,10,347,6.2,11,288,0.28,2.2,0,0,0,0.24,0.1,2,0,100,serealia,single,tidak ada
619,AR008,beras ketan putih tumbuk mentah,KZGPI- 1990,12.9,361,7.4,0.8,78.4,0.4,0.5,13,157,3.4,3,282,0.28,2.2,0,0,0,0.28,0,1.4,0,100,serealia,single,https://s1.bukalapak.com/img/13260261701/large/data.jpeg
620,AR009,beras ladang mentah,KZGMI-2001,9.8,376,7.5,3.8,78,5.9,0.9,20,110,0.8,10,70,0.1,1.4,0,0,0,0.2,0.2,5.1,0,100,serealia,single,https://cf.shopee.co.id/file/7ba3bd8d1b35213b450210a2d8a7bebe
621,AR010,beras menir mentah,DABM-1964,12,362,7.7,4.4,73,0.2,0.2,22,272,3.7,90,201,0.1,0.5,0,0,0,0.55,0,1.9,0,100,serealia,single,https://cf.shopee.co.id/file/545e238984fb60430e0c5974baa50a67
622,AP005,beras merah nasi,KZGPI 1990,64,149,2.8,0.4,32.5,0.3,0.3,6,63,0.8,5,91.4,0.2,0.9,0,0,0,0.06,0,1.6,0,100,serealia,olahan/produk,https://www.masakapahariini.com/wp-content/uploads/2019/11/nasi-tim-beras-merah.jpg
623,AR011,beras parboiled,DABM-1964,10,353,6.8,0.6,80,0.5,2.5,5,142,0.8,2,46,0.28,1,0,0,0,0.22,0.11,3.4,0,100,serealia,single,https://nilaigizi.com/assets/images/produk/produk_1565756452.jpeg
624,AR013,beras tapai,KZGPI- 1990,14.6,352,7.3,0.9,76.2,0.8,1,15,257,4.2,10,202,0.36,1.9,0,0,0,0.34,0,3.3,0,100,serealia,single,https://assets-a1.kompasiana.com/items/album/2018/12/14/gambut-2-5c13825843322f55871e7493.jpg?t=o&v=780
625,AR012,beras tepung mentah,KZGMI-2001,11.5,354,7.8,0.4,79.9,3.8,0.4,3,112,0.6,5,85,0.5,1.5,0,0,0,0.25,0.22,5.1,0,100,serealia,single,https://assets-a1.kompasiana.com/items/album/2020/02/28/manfaat-tepung-beras-5e58bf75097f361834666d32.jpg
626,AP003,beras tumbuk mentah,KZGMI2001,75.5,99,1.7,0.3,22.4,0,0.1,4,19,0,26,2,0.1,0.5,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1565756824.jpeg
627,AP004,beras tumbuk merah mentah,DABM1964,12,353,7,0.5,80,2.4,0.5,5,140,0.8,5,241,0.1,0.8,0,0,0,0.12,0.1,1.2,0,100,serealia,olahan/produk,https://www.faunadanflora.com/wp-content/uploads/2016/10/Kandungan-gizi-serta-manfaat-beras-merah-bagi-kesehatan.jpg
628,AP007,bihun goreng instan,KZGMS1993,9,381,6.1,3.9,80.3,0,0.7,266,151,2.9,928,0,0,0,58,0,400,0.37,0,0,0,100,serealia,olahan/produk,https://img-global.cpcdn.com/recipes/98b4c2fca1b1e699/1200x630cq70/photo.jpg
629,AP008,bihun jagung mentah,BKP,11.3,354,0.5,0.3,87.4,3,0.5,13,111,0.6,49,1.4,0.4,0,0,0,0,0.02,0.02,0.3,0,100,serealia,olahan/produk,https://cdn.idntimes.com/content-images/post/20190917/ts3-afd6374f037588e5b1267149563c6ce7.jpg
630,AP006,bihun mentah,DABM1964,12.9,348,4.7,0.1,82.1,1.2,0.2,6,35,1.8,12,5,0.08,0.7,0,0,0,0,0,0.2,0,100,serealia,olahan/produk,https://asset.kompas.com/crops/dTUuoSNNMAy7MfUGn3xsMru6iQY=/0x0:1000x667/780x390/data/photo/2020/10/25/5f9537b7649a3.jpg
631,AP035,bika ambon,KZGPI 1990,51.5,199,2.1,1.5,44.4,0.3,0.6,45,28,1.8,0,0,0,0,0,0,408,0.1,0,0,0,100,serealia,olahan/produk,https://upload.wikimedia.org/wikipedia/commons/4/43/Kue_bika_ambon.JPG
632,AP036,bingka,KZGMI2001,44.4,273,5.3,10.6,39.1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
633,AP029,biskuit,DABM1964,2.2,458,6.9,14.4,75.1,2.1,1.4,62,87,2.7,241,20.3,0.16,0.6,0,14,0,0.09,0.15,1.4,0,100,serealia,olahan/produk,https://s4.bukalapak.com/bukalapak-kontenz-production/content_attachments/57314/original/main_merek_biskuit_enak_shutterstock.jpg
634,AP037,bobengka,KZGMI2001,46.3,225,5.3,2.6,45.2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
635,AP038,bolu peca,KZGMI2001,55.6,197,3.3,4.6,35.6,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
636,AP039,brem,KZGPI1990,37.4,249,3.4,0.4,58,0,0.9,198,86,2,0,0,0,0,0,0,240,0.34,0,0,0,100,serealia,olahan/produk,https://upload.wikimedia.org/wikipedia/commons/c/c4/Brem_Madiun.JPG
637,AP040,bubur tinotuan (manado),KZGMI2001,80.9,156,2.3,0.2,15.6,8.2,1,41,20,0.4,486,164,0.3,0.4,0,1437,0,0.1,0.04,0,15,100,serealia,olahan/produk,https://asset.kompas.com/crops/8IPl4RcIfLh3fkwXhKHPuPHqoz8=/81x22:892x563/750x500/data/photo/2020/05/13/5ebbdec618a37.jpg
638,AP041,cake tape,KZGMI2001,32.2,323,4.9,11.5,50.1,1.4,1.4,131,83,2.6,0,0,0,0,26,0,1872,0.38,0.16,0.3,0,100,serealia,olahan/produk,https://resepkoki.id/wp-content/uploads/2016/12/Resep-Bolu-Tape.jpg
639,AP042,cangkuning,KZGMI2001,57.5,204,2.8,7.5,31.4,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
640,AR014,cantel mentah,DABM-1964,11,366,11,3.3,73,1.2,1.7,28,287,4.4,7,249,0,0,0,0,0,0.09,0.14,2.8,0,100,serealia,single,https://nilaigizi.com/assets/images/produk/produk_1565757095.jpg
641,AP043,dodol bali,KZGPI 1990,26.5,298,3.7,2.1,65.9,0.4,1.8,70,76,2.5,0,0,0,0,0,0,496,0.28,0,2.5,0,100,serealia,olahan/produk,https://awsimages.detik.net.id/community/media/visual/2022/06/13/dodol-khas-bali-berbungkus-kulit-jagung-kering-buatan-perajin-dodol-di-desa-penglatan-kecamatan-buleleng-kabupaten-buleleng_169.jpeg?w=620
642,AP044,dodol galamai,KZGMI2001,16.5,348,0.4,3.8,76.1,0.5,1.2,41,144,2.6,38,76,0.3,2.1,0,0,0,0.03,0.06,1.8,0,100,serealia,olahan/produk,https://cdn.idntimes.com/content-images/community/2021/01/101186477-721573788678961-609266625911808050-n-0b2e3fe55c98e8dc089991ca6127b017-d50f4f0a2cefd2131bdbae4fd41bbbef.jpg
643,AP045,dodol kedondong,KZGPI 1990,26.4,331,1.9,7.6,63.8,1,0.4,90,55,2.3,0,0,0,0,0,0,408,0.11,0,0.8,5,100,serealia,olahan/produk,https://smansabangko.sch.id/storage/smansabangko.sch.id/editor/irouKFVLfBSxITWbSup2WiqvqfbWRybMTVnpJgr8.jpg
644,AP046,dodol manado,KZGMI2001,26.1,373,4.3,16.5,51.9,0.4,1.2,41,142,2.4,35,72,0.3,2.1,0,0,0,0.04,0.06,2.1,0,100,serealia,olahan/produk,https://cdn-2.tstatic.net/manado/foto/bank/images/dodol-amurang_khas-manado.jpg
645,AP047,emping beras,KZGMI2001,13.6,403,10.6,2.2,85.3,0.2,1.9,11,240,0.3,1,113,0.3,2.4,0,0,0,0,0.16,0,0,100,serealia,olahan/produk,https://id-test-11.slatic.net/p/8d475dd96749024eb4626810ea458829.jpg
646,AP048,gemblong,KZGPI 1990,36.2,274,1.7,5.4,55.5,2.2,1.2,69,55,3.3,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://asset.kompas.com/crops/I3Y-iWTZTZ0TLo5ZTtNqPtrya_s=/0x73:1280x926/750x500/data/photo/2020/08/16/5f3913fdc5e69.jpg
647,AP049,gendar goreng,KZGPI 1990,30.4,407,6.4,28.2,32,0.1,3,216,62,1.6,0,0,0,0,0,0,184,0.16,0,0.6,0,100,serealia,olahan/produk,https://img-global.cpcdn.com/recipes/8740dfff5f5019cb/1200x630cq70/photo.jpg
648,AP050,intip goreng,KZGPI 1990,6.5,474,7.6,21.6,62.3,1.2,2,36,64,2.5,0,38,0.05,0.5,0,0,200,0.25,0.03,0.8,0,100,serealia,olahan/produk,https://img-global.cpcdn.com/recipes/4dece0e171a7ee52/1200x630cq70/photo.jpg
649,AP051,jagung gerontol,KZGPI 1990,61.7,156,2.7,1.3,33.3,1,0.8,51,105,1.2,0,0,0,0,0,0,162,0.08,0,0,0,100,serealia,olahan/produk,tidak ada
650,AR016,jagung kuning pipil kering mentah,KZGPI- 1990,11.5,366,9.8,7.3,69.1,2.2,2.4,30,538,2.3,5,79.4,0.1,4.1,0,636,641,0.12,0.12,1.8,3,100,serealia,single,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/9/46770004-bb6d-4090-9004-d533f57099b6.jpg
651,AP012,jagung kuning pipil rebus,KZGPI 1990,63.7,154,3.8,3.5,28.4,0.7,0.6,7,171,0.5,5,56.4,0.1,4.4,0,818,234,0.08,0.1,1.7,0,100,serealia,olahan/produk,https://asset-a.grid.id/crop/0x0:0x0/700x0/photo/2021/11/13/webpnet-resizeimage-2021-11-1-20211113101409.jpg
652,AP011,jagung kuning tepung,DABM1964,12,355,9.2,3.9,73.7,7.2,1.2,10,256,2.4,11,24.4,0.23,1.7,0,0,510,0.38,0.02,0.3,0,100,serealia,olahan/produk,https://asset.kompas.com/crops/DML-7ulQtT9LImhG3ktsEsZGSvk=/0x0:780x520/780x390/data/photo/2020/06/28/5ef8bf9a2b929.jpg
653,AR015,jagung muda kuning mentah,KZGPI- 1990,61.8,147,5.1,0.7,31.5,1.3,0.9,6,122,1.1,5,33.6,0.13,0.9,0,113,261,0.24,0.1,0.8,9,100,serealia,single,https://cdn0-production-images-kly.akamaized.net/TEujZlJaBxECV4gi2Q1Wsm-MQEM=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2861087/original/051181600_1563862977-corn-4318296_1920.jpg
654,AP010,jagung muda rebus,KZGPI 1990,53.2,142,5,0.7,30.3,0.8,0.8,5,105,0.8,5,24.3,0.2,0.9,0,145,225,0.15,0,0.7,0,100,serealia,olahan/produk,https://img-global.cpcdn.com/recipes/692c7955006bca76/1200x630cq70/photo.jpg
655,AP009,jagung nasi mentah,BKP,11,357,8.8,0.5,79.5,6.2,0.3,5,43,0.6,2,30.4,0.1,0.3,0,0,0,0.3,0.02,0.1,0,100,serealia,olahan/produk,tidak ada
656,AR017,jagung pipil var harapan kering,KZGPI- 1990,11.3,367,6.2,5.1,76.2,2.6,1.2,7,354,2.8,1,79.6,0.1,4.1,0,637,385,0.19,0.08,1,0,100,serealia,single,https://s2.bukalapak.com/img/7921308452/large/IMG_20180418_WA0037_scaled.jpg
657,AR018,jagung pipil var metro kering,KZGPI- 1990,10.6,368,5.5,4.6,78,2.9,1.3,7,300,2.4,1,80.2,0.1,4.1,0,642,554,0.16,0.08,1,0,100,serealia,single,https://cdn.antaranews.com/cache/800x533/2011/05/20110519103631tanaman.gif
658,AP052,jagung tepung putih,KZGPI 1990,9.2,374,9.4,2.2,79.1,0.8,0.1,14,142,2.9,0,0,9,0,0,0,11507,0.2,0,0,0,100,serealia,olahan/produk,https://images.tokopedia.net/img/cache/500-square/product-1/2020/4/30/100792539/100792539_dc308d17-cad0-4f85-af2e-44b564a788e4_512_372.jpg
659,AP013,jagung titi,DABM1964,12,355,9.2,3.9,73.7,7.2,1.2,10,256,2.4,11,24.4,0.23,1.7,0,0,0,0.38,0.02,0.3,0,100,serealia,olahan/produk,https://www.goodnewsfromindonesia.id/uploads/post/large-jagung-titi-khas-nusa-tenggara-timur-tagar-auto-x2-6d59375d908da9e03022e47ce4038409.jpg
660,AR019,jali mentah,DABM-1964,23,324,11,4,61,3.1,1,213,176,11,24,0,0.1,0.4,0,0,0,0.14,0.08,1.8,0,90,serealia,single,https://i0.wp.com/pinkkorset.com/wp-content/uploads/2016/07/selai.jpg
661,AR021,jampang huma mentah,DABM-1964,11.7,350,6.2,1.4,78.2,1.7,2.5,329,254,5.3,53,396.7,0.7,1.6,0,33,0,0.51,0.3,0.7,0,100,serealia,single,https://assets.tokko.io/ff2dd45e-0891-49db-bf59-8cb4abad9ad1/products/images/4332adf2-41b4-4e4c-8a05-404d66b7d3b7
662,AP053,japilus,KZGPI 1990,3.8,500,1.2,25.1,67.3,0.4,2.7,186,29,4.9,0,0,0,0,0,0,0,0.17,0.03,0.4,0,100,serealia,olahan/produk,https://id-test-11.slatic.net/p/d809d741c919c2e26bf7e8d56c038b2a.jpg
663,AR020,jawawut mentah,DABM-1964,11.9,364,9.7,3.5,73.4,8.2,1.5,28,311,5.3,7,255.1,0.45,1.5,0,33,0,0.33,0.28,4.5,0,100,serealia,single,https://cdn.idntimes.com/content-images/community/2019/06/jewawut-c5d88cea040490164bd3275c6903bfa3.jpg
664,AP054,kakicak,KZGMI2001,43.9,296,3.4,15.1,36.7,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
665,AP055,kambose,KZGMI2001,61.5,164,3,2.4,32.6,4.3,0.7,16,36,0.7,0,32,0.1,1.6,0,256,0,0.1,0.1,0.4,0,100,serealia,olahan/produk,https://img-global.cpcdn.com/recipes/26bdea923d2d4e15/680x482cq70/sup-dayak-foto-resep-utama.jpg
666,AP056,kapusa,KZGMI2001,63.5,158,4.4,3.2,27.8,5.3,1,79,115,1.2,104,149,0.5,1.1,0,1374,0,0.06,0.05,0.1,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1538364792.jpg
667,AP057,keddo bodong,KZGMI2001,33.9,290,4.6,5.7,55.2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
668,AP058,kelepon kue,KZGMI2001,49.6,215,3.7,3.7,41.8,1,1.2,232,45,3.3,0,0,0,0,0,0,872,0.09,0.07,0.2,0,100,serealia,olahan/produk,https://caramembuat.id/wp-content/uploads/2022/06/Cara-Membuat-Klepon-Ketan-Khas-Bali.webp
669,AP059,kereput,KZGMI2001,3.5,580,4.8,39.6,51.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
670,AP015,ketan hitam matang,KZGPI 1990,56.9,181,4,1.2,37.3,0.3,0.6,9,144,1.7,9,18.4,0.1,0.7,0,0,0,0.06,0,0.5,0,100,serealia,olahan/produk,https://asset.kompas.com/crops/agGJ3o2lK5eMmT-VkGdijGLjgpQ=/0x0:1000x667/750x500/data/photo/2020/10/26/5f965ccbd7c1a.jpg
671,AP016,ketan hitam tapai,KZGPI 1990,50.2,166,3.8,1,34.4,0.3,0.6,8,106,1.6,5,12,0,0,0,0,0,0.02,0,0,0,100,serealia,olahan/produk,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/14105431/Adakah-Manfaat-Tape-Ketan-Hitam-bagi-Kesehatan-Ini-Faktanya.jpg
672,AP017,ketan ketupat,KZGPI 1990,60.7,163,3,0.4,35.7,0.2,0.2,4,55,0.7,8,16.8,0.1,0.7,0,0,0,0.07,0,0.5,0,100,serealia,olahan/produk,https://awsimages.detik.net.id/community/media/visual/2022/05/01/ketupat-ketan-khas-sumatra-2.jpeg?w=1200
673,AP018,ketan putih matang,KZGPI 1990,58.9,172,3,0.5,37.5,0.6,0.1,6,35,0.5,1,0,0,0,0,0,0,0.04,0,0.2,0,100,serealia,olahan/produk,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2018/10/13/211488655.jpg
674,AP014,ketan putih tapai,KZGPI 1990,52,212,4,4.6,38.6,0.2,0.9,8,46,1,0,0,0,0,0,0,0,0.07,0,0.2,0,100,serealia,olahan/produk,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/05/16/275251457.jpg
675,AP060,ketoprak,KZGPI1990,69.1,153,7.9,7.7,13,2.9,2.6,153,134,3.4,0,0,0,0,3,0,435,0.05,0,0,0,100,serealia,olahan/produk,https://asset.kompas.com/crops/BiN_oCxCDgkO09b1B_FPfZuvGBw=/0x0:739x493/750x500/data/photo/2020/01/29/5e318845429db.jpg
676,AP061,ketupat kandangan,KZGMI2001,78.5,109,2.2,5.2,13.4,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
677,AP062,koya,KZGMI2001,13.2,366,4.2,4.3,77.5,0.8,0.8,153,222,7,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://cf.shopee.co.id/file/25e9b3e3d818ae999bd0736ff56ca58b
678,AP063,koya mirasa,KZGMI2001,7.2,370,8,1,82.2,0.4,1.6,83,110,17,0,0,0,0,3,0,144,0.19,0.45,2.6,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1538365100.jpg
679,AP064,koyabu,KZGMI2001,44.2,241,3.4,4.3,47.2,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
680,AP065,kue ali,KZGMI2001,12.8,440,3.8,18.5,64.5,0.3,0.4,27,47,2.5,0,0,0,0,0,0,0,0.13,0.09,0,0,100,serealia,olahan/produk,https://awsimages.detik.net.id/community/media/visual/2022/06/21/resep-kue-cincin_43.jpeg?w=1200
681,AP066,kue bangen,KZGMI2001,5.6,442,3.3,14.7,74.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
682,AP067,kue gelang,KZGMI2001,7.1,448,5.8,16.1,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
683,AP068,kue jahe,KZGPI 1990,3.7,425,1.6,8.8,84.6,1.2,1.3,155,61,4,0,0,0,0,0,0,0,0.2,0,0,0,100,serealia,olahan/produk,https://kurio-img.kurioapps.com/21/07/21/7ff9c395-9dea-492e-b3a0-ec9c7287dc04.jpe
684,AP069,kue kelapa,KZGMI2001,3.3,591,5.6,42.1,47.5,0,1.5,32,180,1.6,33,443,0.5,1.1,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://assets.suaramerdeka.com/crop/0x0:0x0/750x500/webp/photo/2023/01/03/3184254010.png
685,AP070,kue koa,KZGMI2001,14.5,340,4.8,0.4,79.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
686,AP071,kue ku temu,KZGMI2001,46.2,214,3.5,0.2,49.6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
687,AP072,kue lumpur,KZGMS1993,40.1,291,3.6,11.1,44.1,0,1.1,96,60,2.3,0,0,0,0,20,0,400,0.24,0,0,0,100,serealia,olahan/produk,https://img.kurio.network/u_ismzhaT5An97OjUr0AzVYEjCE=/1200x900/filters:quality(80)/https://kurio-img.kurioapps.com/21/09/21/eec4bac2-8193-41bd-b249-22a4afc28519.jpe
688,AP073,kue pelita,KZGMI2001,71,141,5.3,5.5,17.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
689,AP074,kue putu cangkir,KZGPI 1990,32.6,304,5.3,7,54.9,0.9,0.2,18,193,4,0,0,0,0,0,0,0,0.06,0,0,0,100,serealia,olahan/produk,https://i.ytimg.com/vi/GH8hVDZ3AZA/maxresdefault.jpg
